url,category_code,subcategory_code,secondary_category_code,date_added,source,notes
http://gabonreview.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
http://seeg-gabon.com/,COMM,,,2016-09-30,"Citizen Lab, OONI",
http://timesgabon.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
http://www.gabonlibre.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
http://www.topchretien.com/,CULTR,,,2016-09-30,"Citizen Lab, OONI",
http://ipi9.com/main/index.php,COMM,,,2016-09-30,"Citizen Lab, OONI",
http://www.rfi.fr/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
https://www.hrw.org/africa/gabon,HUMR,,,2016-09-30,"Citizen Lab, OONI",
https://www.amnestyusa.org/our-work/countries/africa/gabon,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.humanrights.gov/dyn/countries/gabon.html,HUMR,,,2016-09-30,"Citizen Lab, OONI",
https://www.state.gov/documents/organization/204333.pdf,HUMR,,,2016-09-30,"Citizen Lab, OONI",
https://www.state.gov/documents/organization/252895.pdf,HUMR,,,2016-09-30,"Citizen Lab, OONI",
https://www.state.gov/documents/organization/236572.pdf,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.claiminghumanrights.org/gabon.html,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.genderindex.org/country/gabon,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.fondationsylviabongoondimba.org/en/,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.bbc.com/news/world-africa-37252778,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://www.everyculture.com/Cr-Ga/Gabon.html,CULTR,,,2016-09-30,"Citizen Lab, OONI",
https://www.osac.gov/pages/ContentReportDetails.aspx?cid=17023,HUMR,,,2016-09-30,"Citizen Lab, OONI",
https://www.yahoo.com/news/media-crackdown-gabon-hit-post-election-violence-172845996.html,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://www.union.sonapresse.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
http://gabonews.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
http://gaboneco.com/,NEWS,,,2016-09-30,"Citizen Lab, OONI",
https://rsf.org/en/news/rsf-responds-gabonese-government-spokesmans-criticism,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://ilga.org/,LGBT,,,2016-09-30,"Citizen Lab, OONI",
http://www.alturi.org/gabon,LGBT,,,2016-09-30,"Citizen Lab, OONI",
https://freedomhouse.org/report/freedom-world/2014/gabon,HUMR,,,2016-09-30,"Citizen Lab, OONI",
http://www.globalgayz.com/gay-gabon/,LGBT,,,2016-09-30,"Citizen Lab, OONI",
http://www.hemeetshim.com/,LGBT,,,2016-09-30,"Citizen Lab, OONI",
http://mingle2.com/online-dating/west-coast/african/gay-personals,LGBT,,,2016-09-30,"Citizen Lab, OONI",
http://www.nation.co.ke/news/africa/UN-deeply-concerned-by-post-election-chaos-in-Gabon/1066-3367800-format-xhtml-137se3b/index.html,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://www.cnn.com/2016/09/01/africa/gabon-election-protests/,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://www.cnn.com/2016/09/10/africa/gabon-election-ping-court-challenge/,POLR,,,2016-09-30,"Citizen Lab, OONI",
http://www.voanews.com/a/ban-ki-moon-deeply-concerned-with-violence-in-gabon/3493895.html,POLR,,,2016-09-30,"Citizen Lab, OONI",
